registro_id,persona_id,nombre_apellido,area,lider_responsable,proyecto_id,proyecto_nombre,categoria_proyecto,fecha,tiempo_horas,fuente,estado,observaciones
92bf0e60-755e-4c0b-b677-f12174b89163,PER-0110,Valentina Rodríguez,Investigación,Natalia Duarte,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2025-02-19,0.54,Smartsheet,confirmado,Bloqueado por dependencia
3f62d1a8-5c48-436a-bde2-cacc0c880105,PER-0063,Jorge Mora,Soporte,Miguel Ríos,PRJ-2025-015,Mejora Continua Expansión,proyecto,2024-09-17,0.72,Smartsheet,confirmado,
85fcc00d-52d4-4746-bf8f-f8d7d75d711f,PER-0080,Melissa Reyes,Investigación,Natalia Duarte,PRJ-2025-035,Bienestar Expansión,administrativo,2024-05-14,53.88,Smartsheet,confirmado,
0c90c703-5961-420a-8475-5948ee6e290f,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-12-19,6.21,Smartsheet,confirmado,
c3f19e7f-be36-4ddd-8a98-09ffe6ed1640,PER-0070,Juan Rojas,Otros,Roberto Gómez,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-10-27,0.0,Smartsheet,confirmado,
c4029467-96b6-431f-970f-5612d9fdf230,PER-0061,Adriana Ríos,Operaciones,Carlos Mendoza,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2024-06-28,2.13,Smartsheet,pendiente,
eaf30e80-2510-4fe0-894f-4fd53ba73e78,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2024-10-07,0.69,Smartsheet,pendiente,
ab3c5b38-cfba-4ee9-8bd3-b465479bb6c7,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-054,Transformación Digital Fase I,mantenimiento,2025-03-18,5.73,Smartsheet,confirmado,
52ded4f5-2129-49f3-8362-c5a4e68aa67b,PER-0069,Diana García,Investigación,Natalia Duarte,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2025-04-04,4.29,Smartsheet,corregido,Parcialmente ejecutado
9d6eecf1-a115-4f3e-a279-da239f0566dd,PER-0091,Sofía Martínez,Operaciones,Carlos Mendoza,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2024-12-09,4.41,Smartsheet,confirmado,Completado a tiempo
194efcd2-80c8-404a-b57d-4b8f73c56b6a,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-09-03,8.69,Smartsheet,confirmado,
b03a7a70-bd53-4458-8f6d-2f29a34afaf2,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-021,Seguridad Piloto,experimento,2024-08-02,3.16,Smartsheet,confirmado,Bloqueado por dependencia
1c6d290f-2d05-4936-9904-2ebe37e99a03,PER-0011,Iván Herrera,Operaciones,Carlos Mendoza,PRJ-2025-016,Seguridad Piloto,soporte,2024-11-25,6.19,Smartsheet,confirmado,
6034c348-3a6f-4638-a916-87c2ba23b3b9,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-016,Seguridad Piloto,soporte,2024-10-04,10.95,Smartsheet,confirmado,Completado a tiempo
6ede1da0-2c09-4fca-a909-b0d68ec0fde8,PER-0033,Marcela Sánchez,Soporte,Miguel Ríos,PRJ-2025-015,Mejora Continua Expansión,proyecto,2024-07-01,10.52,Smartsheet,pendiente,
d534d596-504e-49e3-a39d-facccee2e14f,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-049,Experiencia Cliente Piloto,soporte,2025-01-24,7.85,Smartsheet,pendiente,
adec57f4-d5b4-4821-82b2-62d176730d4f,PER-0006,Mateo Ramírez,Desarrollo,,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2025-02-08,7.58,Smartsheet,confirmado,Requiere aprobación
1f18641e-720b-449e-88d3-ff76d776a6de,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-09-07,46.57,Smartsheet,confirmado,
fc3947c3-fd72-43e1-aab2-b7e96a3e2459,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-020,Bienestar Revisión,mantenimiento,2024-06-13,23.58,Smartsheet,confirmado,Parcialmente ejecutado
544d6d8f-9d59-4f43-9f23-e8bcd04afd5a,PER-0039,Stephanie Rivera,Operaciones,Carlos Mendoza,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2025-02-26,35.54,Smartsheet,confirmado,
c2953820-a0ba-4d95-a4e6-5237fc0104f0,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-07-20,4.64,Smartsheet,confirmado,
c1df763a-d49c-4c2a-b140-de64009b2c93,PER-0037,Gabriel Muñoz,Administrativo,Paola Herrera,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2024-12-19,2.25,Smartsheet,confirmado,
364f461f-4fd0-4e18-8ae4-825a5a5d42bb,PER-0029,Isabella Morales,Administrativo,Paola Herrera,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-16,68.9,Smartsheet,confirmado,
06010585-2754-4001-b4aa-421cd857bc56,PER-0016,María Gutiérrez,Desarrollo,Juliana Torres,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-04-18,3.52,Smartsheet,rechazado,Completado a tiempo
341646be-6b68-4e47-b91c-2945c04dc20e,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-08-26,69.5,Smartsheet,confirmado,
7fecbc64-ea02-4ad6-b52e-5e14b255f269,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-012,Automatización Revisión,ausentismos,2024-12-27,3.82,Smartsheet,corregido,Sin novedad
1ac3d416-83f5-4ce0-9c78-c450a96621bd,PER-0043,David Ríos,Infraestructura,Diego Castillo,PRJ-2025-021,Seguridad Piloto,experimento,2025-04-09,1.71,Smartsheet,pendiente,
a3596a13-7a05-47ea-bd0c-c7da7a989ad6,PER-0012,Germán Vargas,Soporte,Miguel Ríos,PRJ-2025-021,Seguridad Piloto,experimento,2024-09-07,7.78,Smartsheet,confirmado,Bloqueado por dependencia
86335a14-cc45-4125-bb49-9b151f4806f6,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2025-03-15,13.0,Smartsheet,confirmado,OK
32c0f7a5-4b46-4741-83eb-7c989d6a0cbe,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-03-08,0.0,Smartsheet,confirmado,Atraso menor
89ad73d9-7ce9-4776-92de-b1405a18a316,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-060,Análisis de Datos Implementación,soporte,2024-09-27,2.55,Smartsheet,confirmado,Atraso menor
ae9956b8-ebea-4611-8c0b-b5c8293a6c14,PER-0111,Gabriel García,Investigación,,PRJ-2025-005,Automatización Fase I,proyecto,2024-09-19,14.84,Smartsheet,pendiente,Parcialmente ejecutado
35dc2694-6e2f-42b5-8258-170a6550f32c,PER-0111,Gabriel García,Investigación,Natalia Duarte,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2024-12-15,3.09,Smartsheet,confirmado,Sin novedad
f14f9b8f-28e8-4d6d-90c6-3d125a33f6fe,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-11-27,6.09,Smartsheet,pendiente,Parcialmente ejecutado
261e9b5a-3202-4d0c-8f5a-438f4f079673,PER-0005,Camila García,Recursos Humanos,Laura Ospina,PRJ-2025-009,Bienestar Expansión,ausentismos,2025-01-13,37.25,Smartsheet,confirmado,
5128e3a8-6704-4074-94cc-7035143e164d,PER-0112,Diana Muñoz,Desarrollo,Juliana Torres,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-19,6.36,Smartsheet,confirmado,Sin novedad
8c65f876-deb6-4fde-95e8-de0a31f73b8c,PER-0041,Diana Díaz,Calidad,Andrea Salcedo,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-01-05,18.3,Smartsheet,pendiente,OK
b303afee-7261-44ba-830c-e31ec1aa08e1,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-04-26,44.4,Smartsheet,confirmado,
1474f5b6-ee61-4dd7-8833-65203e861a62,PER-0019,Valentina Mora,Investigación,Natalia Duarte,PRJ-2025-016,Seguridad Piloto,soporte,2025-01-27,5.61,Smartsheet,pendiente,Atraso menor
0b9e2f21-7c46-4778-adf8-a1e3e00aa1a2,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-03-23,180.46,Smartsheet,confirmado,
b2024dd2-3eb5-4dce-aee3-9614b8f582c4,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-020,Bienestar Revisión,mantenimiento,2025-03-24,60.18,Smartsheet,confirmado,
cb4ed835-2747-424d-96a6-33b81fef77b3,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2024-09-29,34.89,Smartsheet,pendiente,Revisión pendiente
9fe6f236-f321-4a40-b701-eb3154606e82,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-039,Mejora Continua Piloto,soporte,2025-01-10,15.22,Smartsheet,confirmado,
8fba4530-78ca-4052-9d5d-c7023820511d,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-04-03,9.09,Smartsheet,confirmado,
a9b3ef71-7773-4081-83ca-b170a6a579a6,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-09-29,3.62,Smartsheet,confirmado,
9d3e316a-8556-423d-a4ed-07ab14a8133b,PER-0022,Fernando Gutiérrez,Otros,Roberto Gómez,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-01-02,34.89,Smartsheet,pendiente,
43016149-0a89-44d3-a9af-a6944f8ab3fa,PER-0087,Sofía Martínez,Calidad,,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-04-11,77.91,Smartsheet,confirmado,Completado a tiempo
5c9c701d-7f91-474f-92dc-30a8483b93cf,PER-0075,Sebastián Sánchez,Desarrollo,Juliana Torres,PRJ-2025-025,Análisis de Datos Fase II,soporte,2025-05-18,22.93,Smartsheet,confirmado,Parcialmente ejecutado
c67a15d0-d61e-4611-b230-d99d6dc54dde,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2025-05-04,8.93,Smartsheet,confirmado,Sin novedad
b739ef48-5efe-498c-b143-2183187cd487,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2024-07-19,57.92,Smartsheet,pendiente,
f11b5a8c-b664-4bdd-8e47-8f71d48ca057,PER-0057,Tatiana Ríos,Desarrollo,Juliana Torres,PRJ-2025-016,Seguridad Piloto,soporte,2024-11-02,5.64,Smartsheet,confirmado,
0bb22ed8-22a5-4dbb-bf80-d91c2a4de7ad,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-12-19,2.09,Smartsheet,corregido,Bloqueado por dependencia
a4125ac1-5f9d-4736-a7a6-c72f09c47766,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-054,Transformación Digital Fase I,mantenimiento,2025-02-08,2.12,Smartsheet,confirmado,Atraso menor
5e3b5db8-cdaa-4f9d-809f-9615689191c1,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-035,Bienestar Expansión,administrativo,2024-09-06,8.88,Smartsheet,confirmado,
0cac88f5-9c78-4109-8406-041ab4d6b281,PER-0034,Isabella Medina,Calidad,Andrea Salcedo,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-07-04,12.21,Smartsheet,confirmado,Revisión pendiente
305035c9-d4f5-4ddd-8188-3b8b218f116c,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-051,Seguridad Implementación,administrativo,2025-04-03,3.94,Smartsheet,pendiente,Parcialmente ejecutado
80fc20c6-134c-423d-a24d-d2a6d78edf5c,PER-0010,Héctor Torres,Infraestructura,Diego Castillo,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2024-06-11,1.61,Smartsheet,confirmado,Completado a tiempo
7353b983-0d68-42f8-aae4-21bd39e439e0,PER-0059,Valentina Flores,Administrativo,Paola Herrera,PRJ-2025-033,Mejora Continua Revisión,proyecto,2025-03-06,6.45,Smartsheet,rechazado,Bloqueado por dependencia
92d643c9-5ef6-4607-a2c4-d5288778c75c,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-022,Automatización Piloto,proyecto,2024-12-19,5.97,Smartsheet,pendiente,OK
ad49990d-ffab-4572-bb4c-5958d0967a77,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-06-17,6.08,Smartsheet,confirmado,Sin novedad
1a7f3426-ff13-4077-9839-9e1f2ba75a30,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2025-04-06,0.0,Smartsheet,confirmado,
67a01fc1-d360-4ad6-9e21-a2e6b631c9fa,PER-0062,Jorge Muñoz,Comercial,Felipe Vargas,PRJ-2025-015,Mejora Continua Expansión,proyecto,2024-06-25,4.67,Smartsheet,confirmado,Revisión pendiente
9b1fb842-fb4f-45fe-b7c3-3cf29f074294,PER-0078,Tatiana Rojas,Soporte,Miguel Ríos,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-04-02,10.14,Smartsheet,confirmado,Sin novedad
33794378-9f11-4cd3-99fe-c43be3cce130,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2025-03-21,21.87,Smartsheet,confirmado,
ad590cfc-3b97-4c21-bd87-a70eabfd8943,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-039,Mejora Continua Piloto,soporte,2024-06-13,0.0,Smartsheet,confirmado,Bloqueado por dependencia
d09dd5e8-97a7-4326-8242-ed4e1b301014,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-033,Mejora Continua Revisión,proyecto,2024-06-28,1.33,Smartsheet,confirmado,Revisión pendiente
538a48e7-98b9-4da5-9fc3-6990a84ad93e,PER-0001,Andrés Sánchez,Desarrollo,Juliana Torres,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-10-02,65.11,Smartsheet,confirmado,
84ce5d5f-a395-4958-b4fc-024b85f77588,PER-0069,Diana García,Investigación,Natalia Duarte,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-08-26,6.75,Smartsheet,confirmado,Requiere aprobación
d467e690-cfc3-4d3d-812a-3080d3d7d64e,PER-0074,Fernando Díaz,Calidad,Andrea Salcedo,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2025-02-18,5.3,Smartsheet,corregido,Requiere aprobación
2f212665-3fb7-469b-8fce-7fd28fe16342,PER-0012,Germán Vargas,Soporte,Miguel Ríos,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2024-06-24,4.92,Smartsheet,confirmado,
c173b52d-dd0e-4eae-b16e-d5e3dfe04c30,PER-0066,Ximena Pérez,Investigación,Natalia Duarte,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-06-28,1.95,Smartsheet,confirmado,
cf877410-819e-4e67-9e9f-d84255277458,PER-0033,Marcela Sánchez,Soporte,Miguel Ríos,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-07-28,14.08,Smartsheet,pendiente,Parcialmente ejecutado
27e5da33-1651-4e10-aba2-887c789859ee,PER-0088,Andrés Díaz,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-02-14,15.89,Smartsheet,confirmado,Completado a tiempo
d12d2fbb-af16-43c4-8b1c-8509c671ac76,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2025-05-03,2.83,Smartsheet,confirmado,Sin novedad
f7848e1d-9e62-4873-84c0-075d2c23ec09,PER-0060,Isabella Medina,Recursos Humanos,Laura Ospina,PRJ-2025-038,Análisis de Datos Fase II,experimento,2025-02-08,63.29,Smartsheet,confirmado,Revisión pendiente
21f25945-f184-468d-a9d8-0fdb517ef108,PER-0058,Iván Torres,Investigación,Natalia Duarte,PRJ-2025-007,Bienestar Fase II,proyecto,2025-05-15,21.4,Smartsheet,confirmado,Sin novedad
fafab05c-524e-459c-a0ba-9cc21076538e,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-10-21,8.42,Smartsheet,confirmado,
cd2663fb-1df9-4ec2-9ae8-6de6754fbff2,PER-0110,Valentina Rodríguez,Investigación,Natalia Duarte,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2025-03-05,37.34,Smartsheet,pendiente,
00402179-c33b-4914-a3c2-1c5c21f8ba04,PER-0077,Iván González,Investigación,Natalia Duarte,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-06-13,3.33,Smartsheet,pendiente,OK
d4059d95-9092-4d5f-9591-7b9c41ad74b9,PER-0083,Germán Flores,Calidad,Andrea Salcedo,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2024-12-03,0.64,Smartsheet,confirmado,Atraso menor
38dc41c9-8c52-44a0-b2a5-2b55d4808a7c,PER-0010,Héctor Torres,Infraestructura,Diego Castillo,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-06-21,4.55,Smartsheet,confirmado,Atraso menor
766d6905-9b86-470f-8306-2a5f6238a209,PER-0021,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-012,Automatización Revisión,ausentismos,2025-04-20,14.47,Smartsheet,confirmado,Completado a tiempo
6f9afc5c-5009-415e-8642-134818dd24d1,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2024-12-16,2.29,Smartsheet,pendiente,Parcialmente ejecutado
4608b330-10e8-474f-abcb-2852f411d336,PER-0060,Isabella Medina,Recursos Humanos,Laura Ospina,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-09-22,12.02,Smartsheet,rechazado,
868b86de-cb8e-45d5-94d2-7d0eccce036b,PER-0062,Jorge Muñoz,Comercial,Felipe Vargas,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2024-11-07,1.27,Smartsheet,confirmado,Atraso menor
ca3def30-3a0b-4d85-a3bd-ef867ec0c682,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-028,Infraestructura Cloud Fase I,administrativo,2024-06-16,86.86,Smartsheet,confirmado,Requiere aprobación
afdb9911-3f57-4e5c-a75b-58c65b4f93b6,PER-0029,Isabella Morales,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-10-11,69.71,Smartsheet,pendiente,Atraso menor
38c5234e-0625-4831-81d7-fe0c480f18d7,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-12-27,0.54,Smartsheet,pendiente,OK
6ab44291-b21d-4a86-b6b1-c8bf107f7306,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-08-30,0.86,Smartsheet,rechazado,Revisión pendiente
db771d01-1b72-4a66-abd0-cb1c382d703b,PER-0081,Mateo Mora,Recursos Humanos,Laura Ospina,PRJ-2025-033,Mejora Continua Revisión,proyecto,2025-02-19,1.58,Smartsheet,pendiente,
86d940f2-5c9a-4940-bf11-48545557a0a9,PER-0047,Paula Ríos,Otros,Roberto Gómez,PRJ-2025-005,Automatización Fase I,proyecto,2025-05-02,6.4,Smartsheet,confirmado,
49c0accd-d3a2-4f11-a8ac-225832811a07,PER-0101,Melissa Sánchez,Infraestructura,Diego Castillo,PRJ-2025-005,Automatización Fase I,proyecto,2024-10-24,5.43,Smartsheet,confirmado,
4f647048-cb31-4aeb-881d-082672c7e934,PER-0083,Germán Flores,Calidad,Andrea Salcedo,PRJ-2025-012,Automatización Revisión,ausentismos,2025-04-16,5.72,Smartsheet,confirmado,
532d857c-e8c2-4c3e-9818-88ec63f5b7a5,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-051,Seguridad Implementación,administrativo,2024-08-11,36.2,Smartsheet,confirmado,Completado a tiempo
5d19e894-814d-483f-b6d7-3fc7278b057c,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2024-05-25,37.24,Smartsheet,rechazado,
39a3c7f6-248a-4487-bcd6-c45a93e9721c,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-032,Seguridad Fase I,ausentismos,2025-04-20,7.43,Smartsheet,confirmado,Completado a tiempo
67fc74f0-22c5-4dea-b149-0f17f417effb,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-06-10,2.72,Smartsheet,confirmado,Requiere aprobación
33b79401-288f-41f3-b512-04139f3c8938,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2024-09-18,14.33,Smartsheet,pendiente,
74c03a59-0785-4c85-b597-c031afc0dfac,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2025-03-08,11.51,Smartsheet,corregido,
1e7fd248-c399-420f-81d6-cd31206de35e,PER-0020,Sebastián Silva,Recursos Humanos,Laura Ospina,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-12-17,39.81,Smartsheet,confirmado,
e61091d1-25d5-4b2d-92a9-8e6661a56cdc,PER-0015,Sebastián Ortiz,Desarrollo,Juliana Torres,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-08-04,3.4,Smartsheet,corregido,
d8a65684-bb29-4160-9058-394b3ed25f48,PER-0118,Alejandra Vargas,Infraestructura,Diego Castillo,PRJ-2025-032,Seguridad Fase I,ausentismos,2024-08-11,6.9,Smartsheet,pendiente,Requiere aprobación
89fd9184-377c-4c84-bc94-bcc1b647dd06,PER-0086,Luis López,Investigación,Natalia Duarte,PRJ-2025-023,Mejora Continua Revisión,proyecto,2025-04-29,4.57,Smartsheet,confirmado,Bloqueado por dependencia
c6e5f890-9cac-431b-82ba-2a2d2b7e4efc,PER-0016,María Gutiérrez,Desarrollo,Juliana Torres,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-07-11,4.21,Smartsheet,confirmado,OK
a3e13a19-085a-41b5-9275-5c77d3de2180,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-026,Seguridad Implementación,mantenimiento,2025-01-01,6.27,Smartsheet,confirmado,Requiere aprobación
07527c24-d177-4ffa-9f05-a39a8f6cd46e,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2025-02-07,9.46,Smartsheet,confirmado,
e5964d44-185f-44f6-b1de-474ce3f6c18b,PER-0022,Fernando Gutiérrez,Otros,Roberto Gómez,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2024-10-13,30.43,Smartsheet,confirmado,Completado a tiempo
a10cf19c-4653-4f19-a55f-c166d92fb3ae,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-10-03,8.75,Smartsheet,confirmado,Requiere aprobación
f39a0e3c-7261-41ed-80bc-0970d196003f,PER-0108,Luis Ramírez,Comercial,Felipe Vargas,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-02-13,6.98,Smartsheet,confirmado,Revisión pendiente
8731aea9-a91c-4b86-b44e-a640d27cd386,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2025-03-18,5.31,Smartsheet,confirmado,Atraso menor
4deb742a-8258-470c-8458-2b11e97d9990,PER-0057,Tatiana Ríos,Desarrollo,Juliana Torres,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2025-01-03,3.05,Smartsheet,confirmado,
4e410f4a-6fe9-418d-8334-3a040acd5bb8,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2025-01-19,2.89,Smartsheet,confirmado,
c873a5c3-abce-4bd5-b550-3c64c50785e4,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2024-09-05,73.75,Smartsheet,confirmado,Parcialmente ejecutado
