registro_id,persona_id,nombre_apellido,area,lider_responsable,proyecto_id,proyecto_nombre,categoria_proyecto,fecha,tiempo_horas,fuente,estado,observaciones,timestamp_registro
cb485e28-1997-44eb-927f-a8d66306e663,PER-0061,Adriana Ríos,Operaciones,Carlos Mendoza,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2024-06-28,4.87,SQL_app,pendiente,Bloqueado por dependencia,2024-06-28 08:39:06
e043f07f-3965-4f6f-b72a-fac7c7da0365,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2024-10-07,1.84,SQL_app,corregido,Completado a tiempo,2024-10-07 14:24:46
b9e12733-c841-4ead-8886-1c47faaa522d,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-054,Transformación Digital Fase I,mantenimiento,2025-03-18,10.01,SQL_app,confirmado,Requiere aprobación,2025-03-18 08:17:26
74722752-ac89-40c0-bfc6-f86b2e87d4ba,PER-0069,Diana García,Investigación,Natalia Duarte,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2025-04-04,8.56,SQL_app,confirmado,Bloqueado por dependencia,2025-04-04 08:58:40
2a97aed5-dde0-4a20-a310-0412c6d06d81,PER-0091,Sofía Martínez,Operaciones,Carlos Mendoza,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2024-12-09,9.96,SQL_app,confirmado,,2024-12-09 08:46:15
21463cba-b2c0-4640-b352-cc774aa24674,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-09-03,12.34,SQL_app,confirmado,OK,2024-09-03 18:44:09
8583837b-028a-4f9d-b50b-e812e5333035,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-021,Seguridad Piloto,experimento,2024-08-02,2.29,SQL_app,confirmado,Atraso menor,2024-08-02 07:36:57
b4b1aad6-8772-4637-a3d0-8d85167579ab,PER-0011,Iván Herrera,Operaciones,Carlos Mendoza,PRJ-2025-016,Seguridad Piloto,soporte,2024-11-25,1.41,SQL_app,confirmado,Completado a tiempo,2024-11-25 07:42:17
11f41873-d092-43cf-9011-6aec1f84c2d1,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-016,Seguridad Piloto,soporte,2024-10-04,31.68,SQL_app,corregido,,2024-10-04 16:53:54
6c49bbbb-6be9-42bc-8165-db604fc2806b,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-049,Experiencia Cliente Piloto,soporte,2025-01-24,10.7,SQL_app,pendiente,,2025-01-24 12:05:38
a39ba4d7-91ce-4a9e-9570-8b93859064d9,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2025-02-08,8.83,SQL_app,rechazado,Atraso menor,2025-02-08 12:47:40
e4ff3843-ce8f-4830-a032-15834b1c6449,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-09-07,51.49,SQL_app,confirmado,Parcialmente ejecutado,2024-09-07 17:34:26
0871e7d9-5d8a-4972-aade-6eaf5ce9ac83,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-020,Bienestar Revisión,mantenimiento,2024-06-13,27.0,SQL_app,confirmado,Parcialmente ejecutado,2024-06-13 14:48:34
26f541d8-c421-4f0f-b080-2fe354c1cffd,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-07-20,12.06,SQL_app,rechazado,Requiere aprobación,2024-07-20 15:40:53
787a34d6-2897-4724-990e-e0355fca9488,PER-0029,Isabella Morales,Administrativo,Paola Herrera,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-16,155.71,SQL_app,pendiente,Sin novedad,2024-07-16 08:52:26
c299d6b5-be89-4986-bb30-7e1864ff6858,PER-0016,María Gutiérrez,Desarrollo,Juliana Torres,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-04-18,9.34,SQL_app,confirmado,Atraso menor,2025-04-18 18:14:43
f35057fa-170f-4ea9-aafb-f4229c06e564,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-012,Automatización Revisión,ausentismos,2024-12-27,8.24,SQL_app,pendiente,Sin novedad,2024-12-27 15:42:52
6bc82f0a-3c04-4026-a7aa-5f402fc913aa,PER-0043,David Ríos,Infraestructura,Diego Castillo,PRJ-2025-021,Seguridad Piloto,experimento,2025-04-09,2.12,SQL_app,corregido,,2025-04-09 17:29:09
5fb82702-8934-4912-90fa-a471af7b5370,PER-0012,Germán Vargas,Soporte,,PRJ-2025-021,Seguridad Piloto,experimento,2024-09-07,19.6,SQL_app,pendiente,OK,2024-09-07 14:09:58
b9bd4f2e-f2f5-4b64-90a0-e5e77a0f3b01,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-03-08,0.25,SQL_app,pendiente,OK,2025-03-08 10:01:01
0922cb53-88f0-40f3-a520-f0f8dde227d5,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-060,Análisis de Datos Implementación,soporte,2024-09-27,0.48,SQL_app,confirmado,OK,2024-09-27 13:22:42
cd7a6d85-3941-41db-916f-702829667f84,PER-0111,Gabriel García,Investigación,Natalia Duarte,PRJ-2025-005,Automatización Fase I,proyecto,2024-09-19,18.83,SQL_app,confirmado,Parcialmente ejecutado,2024-09-19 17:39:37
c4778838-3d73-417b-b3e6-81e68fc6e4b2,PER-0111,Gabriel García,Investigación,Natalia Duarte,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2024-12-15,0.68,SQL_app,confirmado,Sin novedad,2024-12-15 15:49:06
c0d06c52-5532-4578-b4de-9d3c197ed208,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-11-27,8.07,SQL_app,confirmado,Sin novedad,2024-11-27 07:31:48
124109f4-9ee1-49d6-92cb-4678a04bf656,PER-0005,Camila García,Recursos Humanos,Laura Ospina,PRJ-2025-009,Bienestar Expansión,ausentismos,2025-01-13,101.58,SQL_app,pendiente,OK,2025-01-13 14:24:47
ed6180cd-8d6b-4012-a0c4-ec3ce89fc6aa,PER-0112,Diana Muñoz,Desarrollo,Juliana Torres,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-19,6.86,SQL_app,confirmado,Parcialmente ejecutado,2024-07-19 10:39:26
4cb2928f-e9bc-4501-ac94-34689ac4ad41,PER-0041,Diana Díaz,Calidad,Andrea Salcedo,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-01-05,6.87,SQL_app,confirmado,OK,2025-01-05 15:11:29
a9e7fa3e-bf3c-406b-bcf8-3c83a7570c3e,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2025-04-26,39.82,SQL_app,pendiente,OK,2025-04-26 18:33:31
faae58bb-22d9-4138-afb3-c183d2d486b1,PER-0019,Valentina Mora,Investigación,Natalia Duarte,PRJ-2025-016,Seguridad Piloto,soporte,2025-01-27,3.39,SQL_app,confirmado,Atraso menor,2025-01-27 08:12:30
3fa59178-257b-4d7e-8b03-6723e4527ca4,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-03-23,177.57,SQL_app,pendiente,,2025-03-23 09:14:21
8bc3f58a-0e0c-45bb-a82d-bc9dfd7d83a5,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-020,Bienestar Revisión,mantenimiento,2025-03-24,157.08,SQL_app,pendiente,OK,2025-03-24 08:10:08
ea5e31c6-a2e0-45eb-b62f-77ae8916b8ed,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2024-09-29,16.84,SQL_app,confirmado,Sin novedad,2024-09-29 07:45:33
b6cbe5de-e223-4e7f-a0e6-b2b648e0a83b,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-039,Mejora Continua Piloto,soporte,2025-01-10,41.14,SQL_app,confirmado,Sin novedad,2025-01-10 08:04:05
803e4550-92e6-4f4f-b79f-0798c1aa566c,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-04-03,7.84,SQL_app,rechazado,Atraso menor,2025-04-03 08:01:10
703bf066-18c2-43a9-96b3-85f6ef72ac52,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-09-29,1.27,SQL_app,confirmado,Parcialmente ejecutado,2024-09-29 08:50:42
655658f7-c36d-493c-9849-215e7f66f4b5,PER-0022,Fernando Gutiérrez,Otros,Roberto Gómez,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-01-02,22.26,SQL_app,confirmado,,2025-01-02 18:25:00
75270e29-fb63-456c-b735-0a8c6a1a8abc,PER-0087,Sofía Martínez,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,administrativo,2025-04-11,103.36,SQL_app,confirmado,Atraso menor,2025-04-11 12:58:15
437b2da0-4945-492e-8c1b-f3da791e508b,PER-0075,Sebastián Sánchez,Desarrollo,Juliana Torres,PRJ-2025-025,Análisis de Datos Fase II,soporte,2025-05-18,59.52,SQL_app,confirmado,,2025-05-18 13:35:40
08ff8dc6-0ec4-420f-bdd5-804810ae9047,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-12-19,4.01,SQL_app,rechazado,,2024-12-19 08:30:32
fa209c6d-0bd0-4dae-a86d-0c461c56728a,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-054,Transformación Digital Fase I,mantenimiento,2025-02-08,6.3,SQL_app,confirmado,Bloqueado por dependencia,2025-02-08 11:26:03
4c76b6df-0f9f-41a9-918b-89a54458b3aa,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-035,Bienestar Expansión,administrativo,2024-09-06,20.26,SQL_app,confirmado,Requiere aprobación,2024-09-06 13:28:38
c364a198-8bb7-4fc6-b550-0c5d03857555,PER-0034,Isabella Medina,Calidad,Andrea Salcedo,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-07-04,30.84,SQL_app,corregido,Sin novedad,2024-07-04 17:55:48
29e0265d-68a9-4036-b236-3af3c0fb7115,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-051,Seguridad Implementación,administrativo,2025-04-03,7.65,SQL_app,confirmado,Sin novedad,2025-04-03 08:35:05
51cf2110-a974-41d8-abbd-38a2d7f93652,PER-0010,Héctor Torres,Infraestructura,Diego Castillo,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2024-06-11,3.45,SQL_app,confirmado,Requiere aprobación,2024-06-11 11:53:34
6d1eb921-6275-4c17-a0b3-8b950c49eac7,PER-0059,Valentina Flores,Administrativo,Paola Herrera,PRJ-2025-033,Mejora Continua Revisión,proyecto,2025-03-06,11.97,SQL_app,confirmado,Atraso menor,2025-03-06 14:21:05
e4b8ccb1-bef4-49f7-8a33-c9337797d07c,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-006,Gestión del Cambio Implementación,proyecto,2024-06-17,12.8,SQL_app,confirmado,Completado a tiempo,2024-06-17 11:38:32
355e60db-40ab-4250-afea-85af36684172,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2025-04-06,0.25,SQL_app,confirmado,Bloqueado por dependencia,2025-04-06 12:33:43
0ac2c6f8-048f-4d65-ae3e-d9b86ff78e7d,PER-0062,Jorge Muñoz,Comercial,Felipe Vargas,PRJ-2025-015,Mejora Continua Expansión,proyecto,2024-06-25,6.04,SQL_app,pendiente,Atraso menor,2024-06-25 18:18:12
d655322c-20ff-4b3f-b80f-4b367a6e3ffb,PER-0078,Tatiana Rojas,Soporte,Miguel Ríos,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-04-02,21.22,SQL_app,pendiente,Atraso menor,2025-04-02 08:46:46
c2e048dc-35b7-4c85-907c-7aa959ba6827,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-010,Infraestructura Cloud Fase II,administrativo,2025-03-21,57.75,SQL_app,pendiente,,2025-03-21 17:51:31
e86c6534-6924-4bed-a423-3651ecfcd5f5,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-039,Mejora Continua Piloto,soporte,2024-06-13,0.25,SQL_app,confirmado,Completado a tiempo,2024-06-13 16:04:16
a4cffeb9-1399-4448-8fc9-57e839ed9d2d,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-033,Mejora Continua Revisión,proyecto,2024-06-28,0.61,SQL_app,confirmado,Completado a tiempo,2024-06-28 14:29:59
6e8412ba-329a-4d24-bba3-c3cfa11fc847,PER-0001,Andrés Sánchez,Desarrollo,Juliana Torres,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-10-02,193.6,SQL_app,confirmado,,2024-10-02 13:40:31
6477a80f-4d83-4df2-8c45-c490e4ccbadf,PER-0069,Diana García,Investigación,Natalia Duarte,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-08-26,12.33,SQL_app,confirmado,Revisión pendiente,2024-08-26 07:54:04
885706e2-0711-4c9c-8aef-6c18bc54a039,PER-0074,Fernando Díaz,Calidad,Andrea Salcedo,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2025-02-18,4.79,SQL_app,corregido,Bloqueado por dependencia,2025-02-18 07:57:42
fc18ef43-fa5a-4315-b9f2-df9c80b8caee,PER-0012,Germán Vargas,Soporte,Miguel Ríos,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2024-06-24,133.76,SQL_app,confirmado,,2024-06-24 16:38:36
650c1702-5913-4489-920d-96a9db1c4d01,PER-0066,Ximena Pérez,Investigación,Natalia Duarte,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-06-28,4.45,SQL_app,confirmado,Bloqueado por dependencia,2024-06-28 09:51:52
22c264e1-86d0-42d2-a015-0258856d3744,PER-0033,Marcela Sánchez,Soporte,Miguel Ríos,PRJ-2025-013,Optimización Procesos Piloto,administrativo,2024-07-28,90.61,SQL_app,confirmado,Parcialmente ejecutado,2024-07-28 08:06:15
55b3aca7-df38-4862-89b9-02757c24cea1,PER-0088,Andrés Díaz,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-02-14,40.55,SQL_app,confirmado,,2025-02-14 08:00:15
4ca3acd5-6aeb-469f-8c15-be9bef595fc2,PER-0076,Gabriel Martínez,Infraestructura,Diego Castillo,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2025-05-03,5.79,SQL_app,confirmado,,2025-05-03 08:26:45
54c9541e-9630-467a-b35f-a76d3e93314e,PER-0060,Isabella Medina,Recursos Humanos,Laura Ospina,PRJ-2025-038,Análisis de Datos Fase II,experimento,2025-02-08,87.85,SQL_app,pendiente,,2025-02-08 11:13:56
2c8dc3d1-a967-4224-8f6f-f0078070b482,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-10-21,17.28,SQL_app,confirmado,Sin novedad,2024-10-21 14:38:13
c9139210-4dfb-4a0a-814a-df10e9ca4110,PER-0110,Valentina Rodríguez,Investigación,Natalia Duarte,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2025-03-05,44.12,SQL_app,confirmado,Bloqueado por dependencia,2025-03-05 10:20:22
4eb09239-8bf1-4695-b50f-07ddc6ac33d5,PER-0077,Iván González,Investigación,Natalia Duarte,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-06-13,4.25,SQL_app,confirmado,Revisión pendiente,2024-06-13 17:59:36
da9ac45b-edc3-414f-8792-920affb8cfae,PER-0010,Héctor Torres,Infraestructura,Diego Castillo,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-06-21,3.68,SQL_app,confirmado,Sin novedad,2024-06-21 07:31:27
216103a0-0610-43ba-89e1-9832968c241f,PER-0021,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-012,Automatización Revisión,ausentismos,2025-04-20,31.84,SQL_app,confirmado,Completado a tiempo,2025-04-20 14:10:10
c0d270d2-b05d-45d1-876c-eb44b830b0b6,PER-0062,Jorge Muñoz,Comercial,Felipe Vargas,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2024-11-07,0.93,SQL_app,confirmado,,2024-11-07 13:23:03
45c6863a-99e8-4818-9492-7128be7d4272,PER-0029,Isabella Morales,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-10-11,160.76,SQL_app,confirmado,,2024-10-11 08:33:59
61b6f411-8611-4136-95cb-e941361c680c,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-12-27,0.45,SQL_app,rechazado,,2024-12-27 13:19:10
cada286e-3e17-4d52-9524-4ac6d84a7aac,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-08-30,1.38,SQL_app,confirmado,Atraso menor,2024-08-30 11:35:30
5d4f30ff-5ccf-481f-9db4-7479cae7702a,PER-0081,Mateo Mora,Recursos Humanos,Laura Ospina,PRJ-2025-033,Mejora Continua Revisión,proyecto,2025-02-19,4.47,SQL_app,confirmado,OK,2025-02-19 08:17:52
6eb6cb74-3c1b-411b-bf64-a3552b9da32e,PER-0047,Paula Ríos,Otros,Roberto Gómez,PRJ-2025-005,Automatización Fase I,proyecto,2025-05-02,15.18,SQL_app,confirmado,,2025-05-02 15:59:11
fcea77c8-5033-4ab4-9d24-ce5b4886eea4,PER-0083,Germán Flores,Calidad,Andrea Salcedo,PRJ-2025-012,Automatización Revisión,ausentismos,2025-04-16,185.54,SQL_app,confirmado,Revisión pendiente,2025-04-16 13:08:10
c30513ca-b238-46b8-b670-968c5d4fbb4c,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-051,Seguridad Implementación,administrativo,2024-08-11,8.7,SQL_app,pendiente,Completado a tiempo,2024-08-11 14:15:29
ac753d26-e37e-4093-8093-0eb26e57177d,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-056,Experiencia Cliente Expansión,administrativo,2024-05-25,22.64,SQL_app,pendiente,,2024-05-25 13:08:00
63f858b6-f681-4cf7-8e9f-c1f9b704154c,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-032,Seguridad Fase I,ausentismos,2025-04-20,6.93,SQL_app,confirmado,Parcialmente ejecutado,2025-04-20 17:33:22
35b52be3-553c-4a0d-b5e1-7c20cb28f1a3,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-06-10,6.48,SQL_app,confirmado,Atraso menor,2024-06-10 15:54:31
8bb1a69c-b06c-4ed5-9e83-46cb1e087184,PER-0020,Sebastián Silva,Recursos Humanos,Laura Ospina,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-12-17,18.56,SQL_app,pendiente,,2024-12-17 13:24:24
883fd9eb-efad-410f-94da-1408512d07b8,PER-0118,Alejandra Vargas,Infraestructura,Diego Castillo,PRJ-2025-032,Seguridad Fase I,ausentismos,2024-08-11,6.68,SQL_app,confirmado,Atraso menor,2024-08-11 14:55:37
26d71ef6-0f19-4433-aba5-489695439564,PER-0086,Luis López,Investigación,Natalia Duarte,PRJ-2025-023,Mejora Continua Revisión,proyecto,2025-04-29,10.93,SQL_app,confirmado,,2025-04-29 10:57:28
2bbc0c3d-9156-4ee6-89d8-325c04535273,PER-0016,María Gutiérrez,Desarrollo,Juliana Torres,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-07-11,3.51,SQL_app,confirmado,,2024-07-11 07:15:09
c7db4ddd-651a-47e6-a0ef-774ddd0ce794,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-026,Seguridad Implementación,mantenimiento,2025-01-01,16.94,SQL_app,confirmado,Sin novedad,2025-01-01 08:38:18
3a488a83-cf9f-4231-b182-44f06e16ba99,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2025-02-07,10.68,SQL_app,rechazado,Requiere aprobación,2025-02-07 12:12:19
6689f703-9b94-40d1-a693-c29100b83e38,PER-0022,Fernando Gutiérrez,Otros,Roberto Gómez,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2024-10-13,84.41,SQL_app,pendiente,Revisión pendiente,2024-10-13 15:13:40
c8e66335-16fa-4d33-9e8c-4cd86c7f9b30,PER-0108,Luis Ramírez,Comercial,Felipe Vargas,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-02-13,11.25,SQL_app,confirmado,Completado a tiempo,2025-02-13 12:03:51
4886e6cf-5065-498c-9e00-a4dc467c090a,PER-0057,Tatiana Ríos,Desarrollo,Juliana Torres,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2025-01-03,4.88,SQL_app,pendiente,,2025-01-03 15:46:47
5f6a4a78-995d-434d-a7e1-40e3cea84fc5,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2025-01-19,5.04,SQL_app,confirmado,Parcialmente ejecutado,2025-01-19 18:46:40
30b8c410-046e-4930-a8f0-cd3486aeb9f3,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2024-09-05,64.5,SQL_app,confirmado,Revisión pendiente,2024-09-05 07:19:00
b333333b-3b8a-421d-b351-09e85f7aca4f,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2024-10-05,3.38,SQL_app,pendiente,,2024-10-05 15:36:16
841305b6-2152-4782-8e36-a3c78c4aad59,PER-0077,Iván González,Investigación,Natalia Duarte,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2025-03-31,329.18,SQL_app,confirmado,OK,2025-03-31 10:29:58
b62bc469-4f81-44e7-9bd1-2116b84505b7,PER-0007,Ximena García,Investigación,Natalia Duarte,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2025-02-12,13.7,SQL_app,confirmado,Requiere aprobación,2025-02-12 14:16:36
e58eabfd-f8d3-4614-963b-781109016698,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-11-18,13.59,SQL_app,confirmado,Completado a tiempo,2024-11-18 16:49:57
06a4b5e2-d430-4d75-a135-656b68283a1f,PER-0005,Camila García,Recursos Humanos,Laura Ospina,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-10-18,9.86,SQL_app,corregido,Sin novedad,2024-10-18 07:37:19
545712f5-870a-4d26-bedb-245fa3a16f58,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2024-10-01,10.43,SQL_app,pendiente,,2024-10-01 10:29:57
0d129cb6-8e40-4699-8558-1de17034e4e3,PER-0015,Sebastián Ortiz,Desarrollo,Juliana Torres,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2025-02-23,3.94,SQL_app,pendiente,Requiere aprobación,2025-02-23 11:05:15
4308f514-dd3b-42df-9a0b-d94c3167cb6d,PER-0093,Jorge Ramírez,Desarrollo,Juliana Torres,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2025-02-23,2.53,SQL_app,confirmado,Sin novedad,2025-02-23 13:52:27
125132bc-36be-4298-a8da-8f1981efc86f,PER-0025,Iván Flores,Calidad,Andrea Salcedo,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-12-12,0.9,SQL_app,confirmado,,2024-12-12 14:59:25
1a7b49ff-b86e-43a6-aca5-ba478ac4408f,PER-0099,Tatiana Vargas,Desarrollo,Juliana Torres,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2025-04-26,10.46,SQL_app,confirmado,,2025-04-26 09:38:20
f6c28f01-3974-4007-a16e-9037faa5dd9c,PER-0087,Sofía Martínez,Calidad,Andrea Salcedo,PRJ-2025-035,Bienestar Expansión,administrativo,2024-11-11,75.12,SQL_app,pendiente,,2024-11-11 13:31:57
9b6d5ab3-f06a-4bce-9a50-d5c52bfd82e9,PER-0119,Tatiana Jiménez,Investigación,Natalia Duarte,PRJ-2025-029,Análisis de Datos Fase II,experimento,2025-04-01,1.5,SQL_app,corregido,,2025-04-01 09:02:08
